PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
-0.2575764964899287,-3.116032301941641,-0.21295532105302098,-1.0403565639773045,0.059010026661289516,-0.15537388727154283,-0.6782930666002203,-0.8734483431920521
-3.4791014926153645,0.87799988391915,-0.1816425921156599,1.3310202695290247,2.108088545846159,0.29343857929149303,0.6797781695190154,-0.26848921787636426
1.3381805716989406,1.1874598074718064,2.1914396589810923,-1.7415914577796174,0.007592446009214654,0.36163089817917177,0.29011426216609976,0.7227612194961794
-1.3740884422672763,-0.532105994470719,2.0536565081632268,-0.5783008226322504,-0.5838691723604139,0.7459443927797569,-2.2093025088939116,0.8829708336248947
-1.0097285480889902,-1.4048497310389985,1.0188353348170476,-1.9835543874084036,0.2858169146893618,-0.6020507733852929,0.9299160667034574,-0.4242053423605278
1.2601096008902428,0.31170858445216326,-1.9963234285750964,-1.873790528888273,0.2968646780077946,0.6015282541978874,0.48491032739881207,-1.2745620572391656
4.56730247538385,1.757271871820869,0.9369218056018065,1.255091563895379,1.2413785965700639,0.11509542815436541,0.7398873559770225,0.601975364832524
1.574725313410921,-0.21112515494346534,-2.1308041721181565,-1.6207068123668689,0.05417769087349125,0.4172822210679324,0.0904030753728992,-0.2589289901714704
1.2036565932172707,0.179782459307336,0.6527313749748621,-1.3849890516536678,0.49380653894518356,0.7070233908948047,-0.13005894905151213,0.48657113826294757
0.5582909149926604,-1.1701846311213682,3.0175758884264696,-0.03943947264455321,1.022675268914937,1.2354548534085341,-1.2331107559432113,-0.11425570263067643
1.679201164362548,0.10547683931757888,-2.439319572964165,-1.8614739862509515,-0.14537382857204884,0.2118944354923277,0.3858188552510295,-1.2767017839355341
0.6553074459844165,-0.9490706318219131,2.572845014812701,-0.9262463385121315,-0.19333649962577804,-0.15609969522479233,-0.4495891033339398,-0.9178281094209024
3.416468503878372,0.7344374891272819,-0.07295178789498315,-0.3559564622000616,-0.14079649481500855,-0.4783978870684463,0.5757098327297514,0.1801082865540358
3.03823779544434,0.7652695348748919,-0.08646555636531583,-0.25777196424150556,0.5857935184979126,0.40928206749567136,0.07674281072843946,0.4701422736216113
-3.193348534557974,0.04781824178934541,-0.2792470822244671,-1.2782791808043856,0.8281448488555746,0.09079453780878649,0.5300106838023193,-0.05604955415301608
-0.5089495703554108,2.767555284458586,-2.233626026914931,-0.04480137384690263,0.4698065043432617,0.9075117957558752,-0.6479358186357204,-0.127343220623736
-3.9467494477876617,-0.6502278287296184,-0.08978930470876748,0.8232445548054705,-1.494407301936912,1.4799779934424466,0.5628610503503942,0.1088157261495884
1.4204506989575338,-3.127295048102097,-0.5748783929839998,0.8672215815819636,0.8262541701986501,0.18372261555758831,-0.7893726994047788,-0.3021299506920205
1.708208754334516,1.1593313248105976,-0.15334359917775459,-1.2459955760720822,0.9679471099873969,1.4611714362014294,-0.07221746949421923,0.4466238747198494
1.2885350770411232,1.190252341433696,-2.387719426823372,-2.249563950439667,0.534107719726509,1.4280458523137716,0.4483210734711433,-0.8640354401453825
